v1,v2,category
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@(문의및고객센터 ****-****)",기관
spam,"[국외발신]ifg@고객님ifg@통관세 미납안내 ifg@합계세금:***,***원ifg@접수번호:******ifg@미납시 자동처리예정ifg@민원실:** *** *,***,,",기관
spam,[NPS국민연금]국민연금지급제도변경통지서 https://dokdo.in/*eX,기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@<문의센터:****-****>",기관
spam,"[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@<문의및민원센터: ****-****>",기관
spam,"안녕하세요!ifg@이번 그리스 산토리니 여행을 함께 하게 된 인솔자 김성주(***-****-****)입니다.ifg@ifg@?공항미팅: ****년 **월**,일ifg,@?미팅,시간: 오전 **시**분ifg@ifg@문자는 대표자 번호로만 전송됩니다 ifg@동승자분께 전달 혹은 안내 부탁드립니다:)ifg@ifg@?미팅장소 : 인천공항 제*터미널 A카운터   노랑풍선 테이블/ 출입문 *번으로 들어오셔서 창가 안쪽으로 오시면 됩니다.ifg@ifg@?여행인원: **명 ifg@ifg@?수화물?ifg@부치는 가방: *인 **KGifg@ifg@기내 수하물 - *kgifg@ifg@(초과시 추가요금 발생합니다.)ifg@기내 ***ml 이상 액체&젤류 반입 안 됨.담배 한 보루, 술 *L 제한.ifg@ifg@?준비물?ifg@**첫 날 도착해서 물 필요 할 수 있으니 미리 생수 작은 거 *병 정도는 ifg@붙이는 수화물 꼭 준비해서 오세요.**ifg@ifg@여권. 세면도구(여행용 샴푸.린스).ifg@방 안 실내 슬리퍼. 헤어드라이기.커피포트.ifg@(이 외 필요한 물품이 있으면 준비해ifg@오세요.)ifg@복장: 늦여름 반팔. 얇은 긴팔 가디건.ifg@바람막이 자켓 등ifg@(일교차 **이상-바람불면 선선)ifg@선글라스. 모자. 우산. 상비약ifg@(감기.지사제.소화제.진통제 등)ifg@ifg@**꼭 드셔야 할 당뇨약(인슐린 주사)ifg@심장약 등은 기내에 일주일 정도 따로 ifg@여분의 약을 꼭 가지고 탑승해 주세요** ifg@(아주 간 혹  미 도착 수화물 발생우려 대비 차원에서 입니다.)ifg@ifg@?이어폰?ifg@여행의 편리한 설명을 듣기 위해 수신기가 제공됩니다.ifg@잭이 동그란 모양의 이어폰을 준비해ifg@주세요.ifg@수신기 충전기는(아이폰제외) 핸드폰 *핀 충전기 사용합니다.ifg@ifg@?날씨 및 온도?ifg@아테네: 최저**~최고**도 사이ifg@고린도: 최저**~최고**도 사이ifg@메테오라: 최저**~최고**도 사이ifg@산토리니: 최저**~최고**도 사이ifg@델피: 최저**~**도 사이ifg@ifg@?환전 안내?ifg@?유로 사용ifg@?공동경비: *인 ***유로ifg@(해외용 VISA & MASTER 카드 필히ifg@지참 하세요.)ifg@ifg@?선택관광: 최소 **명이상 참여시 진행이 됩니다.ifg@ifg@**?*인요금: 아테네 야경 투어 **유로ifg@(*인 음료 한 잔 포함)-*시간 정도 소요ifg@**고린도 운하 유람선 **유로-*시간 정도 소요ifg@**미케네 유적지 **유로-*시간 정도 소요ifg@** 델피 유적지 **유로-*시간 정도 소요ifg@**산토리니 *박*일 버스투어 ***유로ifg@(와인 박물관. 중/석식 *회 포함)ifg@**산토리니 선셋 요트투어 ***유로 (석식*회 포함)-*시간 정도 소요ifg@ifg@**현지 도착해서 투어 및 선택 관광 진행되므로 ifg@선택관광 참여 여부 체크하시어 준비해 오시기 바랍니다ifg@?*인: 공동경비: ***유로ifg@           선택관광: ***유로 모두 참여시    ifg@           총액 ***유로ifg@ifg@·?비용 ?:?선택관광 비용 및 개인 물값, 각종개인 TIP, 개인경비, 개별 자유식사 *회 경비ifg@ifg@?개인 기호식품?ifg@라면. 누룽지. 간식. 고추장. 김. 비타민 등ifg@김치는 가져오지 마세요 (냄새로 인해 드시지 못 할 수 있습니다.)ifg@ifg@ifg@유럽은 낯설고도 먼 땅입니다 ifg@ifg@무엇보다 중요한건 ifg@여유와 긍정적인 마음으로 여행을 ifg@함께 하시면 좀 더 기억에 남을 수 있습니다ifg@ifg@ifg@*오늘 오후 *시에 일괄 전화 드리겠습니감사합니다!!  ifg@ifg@리콜은 대표자 분께 연락 드리겠습니다 ifg@추가적 문의 사항은 ifg@ifg@문자 혹은 전화 주시면 답변 드리겠습니다 :)",기관
spam,"[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@(고객센터****-****)",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@{민원센터:**** ****}",기관
spam,"[Web발신]ifg@[서울대학교 공식 학생홍보대사 SHINE **기 모집]ifg@학생지원과가 ****학년도 *학기를 맞아 학생홍보대사(SHINE) **기,모집,을 시,작합니다. SHINE은 캠퍼스 투어를 진행하고 학교의 공식 행사 기획과 진행에 참여하고 있습니다. 서울대학교를 사랑하는 학생 여러분들의 많은 지원 바랍니다.ifg@- 지원기간: *.*(금) ~ *.**(일) **:**:**ifg@- 리크루팅 설명회: *.*(수) **:** NH농협두레문예관 *층 견학실 (**동 ***호)ifg@- 지원방법: 서울대학교 학생지원과 홈페이지(student.snu.ac.kr)>캠퍼스견학>공지사항ifg@-문의: 샤인 회장 고예원 ***-****-****/ 임원 류윤성 ***-****-****/ 임원 이정웅 ***-****-**** / 카카오톡 플러스친구 ‘서울대학교 학생홍보대사 샤인’ 검색 / 인스타그램 @shine_snu,official 참고",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@[민원실****-****]",기관
spam,[Web발신]ifg@[교통민원**]도로 교통 위반 소환장이 발송되었습니다. http://****h.xibus.shop:****,기관
spam,"[국제발신]ifg@윤세미님ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@민원****-****",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@(문의및민원센터:****,-****,),",기관
spam,[국외발신]ifg@[EMS]우체국ifg@고객님의 소중한정보 불일치합니다ifg@ifg@변경필수ifg@ifg@간단변경ifg@https://buly.kr/*xuy*AM,기관
spam,"[국제발신]ifg@고객님ifg@[관세청]ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@문의 {***,*-***,*},",기관
spam,[Web발신]ifg@[교통민원**]도로 교통 위반 소환장이 발송되었습니다. http://rxfchb.oxnsx.shop:****,기관
spam,"[국제발신]ifg@차정숙님ifg@통관세 미납안내 ifg@합계세금:***,***원ifg@접수번호:******ifg@미납시 자동처리예정ifg@민원실:** ***,****,,",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@{민원및고객센터:****-****}",기관
spam,"[국제발신]ifg@고객님ifg@[관세청]ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@문의: {**,** **,**},",기관
spam,"[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@(문의및고객센터 ****-****)",기관
spam,[통관세금안내]ifg@관세미납:***.***원 ifg@미납시 민사소송 ifg@고발조치예정입니다.ifg@민원접수처<****-****>,기관
spam,[국외발신]ifg@[통관세금안내]ifg@관세미납:******원 즉시 납부 바랍니다.ifg@미납시 강제집행예정입니다.ifg@{문의센터:****-****},기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@{민원센터:****-****}",기관
spam,[Web발신]ifg@[삼성화재]도입택배 몰 포인트 마감안내 (~*/**일)ifg@ifg@☞ https://rcmall*.ssgb*e.com,기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@<문의및고객센터: ****-****>",기관
spam,[통관세금안내]ifg@관세미납:***.***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@[문의및민원센터:****-****],기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@[민원및고객센터:****-****]",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@<민원센터****-****>",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.금일 미납시 강제집행예정입니다. [고객문의센터:********,*],,",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@[민원및고객센터:****-****][,FW],,",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@[민원실****-****]",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@<민원실****-****>",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@[문의센터:****-****]",기관
spam,"[Web발신]ifg@[The보험센터]ifg@신체검사 {통지서} 전송완료,ifg@내용확인 https://y**.f*ht.info",기관
spam,"[Web발신]ifg@[The보험공단]ifg@신체검사 {통지서} 전송완료,ifg@내용확인 https://z**.b*py.info",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@(문의및민원센터****-,****),,",기관
spam,"[국제발신]ifg@위효상님ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@민원****-****",기관
spam,"[국제발신]ifg@서혜경님ifg@통관물품 세금확인 ifg@미납세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@민원**-****-****",기관
spam,"[국제발신]ifg@한진섭님ifg@통관물품 세금확인 ifg@미납세금:***,***원ifg@통관번호:******ifg@자동처리예정ifg@민원********",기관
spam,"[국제발신]ifg@[ 관세청 ]통관세:***,***원이  금일 자동처리 예정입니다.즉시 납부바랍니다.상담실:*********",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@{고객센터:****-****}",기관
spam,"[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@[고객센터:****-****]",기관
spam,[Web발신]ifg@[교통민원**]도로 교통 위반 소환장이 발송되었습니다. http://yufp.hsnie.shop:****,기관
spam,"[국제발신]ifg@이혜경님ifg@통관세 미납안내 ifg@합계세금:***,***원ifg@접수번호:******ifg@미납시 자동처리예정ifg@민원실:** ***,****,,",기관
spam,"[국제발신]ifg@김천석님ifg@[관세청]ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@문의: [,****-,***,",기관
spam,"[Web발신]ifg@'안녕하세요 고객님! 로봇청소기 AS 문의주신 여우미 A/S팀입니다.ifg@ifg@문의 주신 고장 증상은 배터리 불량 증상으,로 확,인 되,시며ifg@대표적인 배터리 불량증상은 아래와 같습니다.ifg@ifg@*. 하루종일 충전 시켜도 충전이 안되는 경우ifg@*. 아무런 알림 없이 청소 도중 꺼짐ifg@*. 충전도크에서 분리시 바로 꺼짐ifg@*. 앱상에 %가 충분히 남아있음에도 청소 도중 꺼짐ifg@*. 로봇청소기 무한 재부팅ifg@*. 로봇청소기가 느리게 움직이거나 소음과 함께 버벅이며, 사이드브러쉬가 돌지 않거나 힘없이 돔ifg@*. 전원 안들어옴ifg@*. 로봇청소기 청소시작시 스테이션에서 나오지 않고 브러쉬 혹은 센서만 잠시 동작하다 바퀴 및 팬문제 알림발생ifg@ifg@배터리 교체의 경우 AS센터로 입고시 시간지연 및 공임비가 추가 되는 단점이 있으며, 배터리 교체의 경우 고객님께서 자가에서 쉽게 교체 하실수 있어 발송 해드리려 합니다.ifg@ifg@배터리 구매의 경우 유상비용 **,***원(택배비 포함)이 청구 되시며, AS 접수해주신 고객님의 성함으로 입금해주시면 입금확인 후 영업일 기준 *~*일 이내에 배터리, 배터리 교체 설명서를 동봉하여 발송 처리 도와드릴 예정입니다.ifg@ifg@입금자명, 주소가 변경되는 경우 꼭 고객센터(****-****) 혹은 오픈 카카오톡 여우미 통하여 문의 주시기 바랍니다.ifg@*해당 문자 수신일로부터 *주 경과시 자동으로 접수가 취소됨을 안내드립니다*ifg@ifg@****-***-****** 우리은행 / 주식회사 여우미 **,***원'",기관
spam,"[Web발신]ifg@최동희님 대형예약사항 입니다. ifg@ifg@학과교육ifg@*. ****년 **월 **일 **:**ifg@*. ****년 **월 **일 **:**ifg@*.,****,년 **,월 **일 **:**ifg@ifg@장내교육ifg@*. ****년 **월 **일 **:**ifg@*. ****년 **월 **일 **:**ifg@*. ****년 **월 **일 **:**ifg@ifg@*. ****년 **월 **일 **:**ifg@*. ****년 **월 **일 **:**ifg@*. ****년 **월 **일 **:**ifg@*. ****년 **월 **일 **:**ifg@ifg@*. ****년 **월 **일 **:**ifg@*. ****년 **월 **일 **:**ifg@**. ****년 **월 **일 **:**ifg@ifg@수업 시작시간 표기이며 수업은 **분수업 **분 휴식입니다.ifg@ifg@*만원입금부탁드립니다.ifg@농협ifg@***-**-******ifg@그린자동차학원(강용범)ifg@ifg@*학원오실 때 구비서류*ifg@면허증, 신체검사원서, 경력증명서ifg@ifg@신체검사는 의정부면허시험장에서ifg@받으세요ifg@준비물: 면허증, 사진*장, *천원ifg@(**/**일까지 제출하세요)ifg@ifg@운전경력증명서는 카카오톡 인증ifg@되시면 학원에서 발급해드립니다.ifg@ifg@교육첫날 서류작성및 안내받으셔야하니 **/**일 *시까지오세요.ifg@ifg@당일취소는 위약금이 발생되오니 **시간전에 미리 전화주시기 바랍니다.ifg@ifg@통화가능시간ifg@평일:**시~오후**시ifg@토요일:**시~오후**시ifg@일요일과 공휴일은 통화안됩니다.ifg@월요일에 예약된 교육변경은 토요일 오후 **시이전에 전화주세요.ifg@ifg@기타 문의 사항은ifg@***-***-****로 ifg@전화 주시기 바랍니다.",기관
spam,"[The보험]ifg@신체검사 {통지서} 전송완료,ifg@내용확인 https://z**.k*ut.info",기관
spam,[NPS국민연금]국민연금지급제도변경통지서 https://dokdo.in/gSM,기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@<민원및고객센터:****,****,>,",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부 바랍니다.ifg@미납시 강제집행예정입니다.ifg@[문의및고객센터:***,*-***,*],",기관
spam,"[국제발신]ifg@[우체국택배]ifg@ifg@통관번호오류로 인해ifg@물품지연 안내ifg@ifg@rebrand.ly/******bifg@상단 링크를 통해 문의바랍,니다,,",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@{민원센터:****-****}",기관
spam,"[Web발신]ifg@[한국고용노동교육원] **** 소규모사업장 노동교육 안내 ifg@전지적 사장님 시점_노동법편 라이브교육(*차) ifg@아래,교육,일정을,확인하여  ifg@**/**(수)**:** 까지 접속해 주시기 바랍니다. ifg@ifg@과정명: 직장 내 괴롭힘 및 성희롱 예방 ifg@교육 일시: **월 **일(수), **:**~**:** (*H) ifg@★학습사이트 Q&A 게시판을 통해 사업장 인사노무관리와 관련하여 질문/사연을 보내주시면 실시간 라이브로 답변드립니다. ifg@학습 사이트 [링크]▼ ifg@https://keli.kacnet.co.kr ifg@★반드시 학습사이트 로그인 후, 입장해 주시기 바랍니다. 로그인 절차 없이 교육 참여 시 수료 처리 불가 ★ ifg@ifg@교육입장 ▶ [학습사이트] - [나의 학습장] -[실시간 온라인 교육 학습현황] - [입장] ifg@문의: ***-****-**** ifg@※본 교육은 비대면 라이브교육으로 진행됩니다.",기관
spam,"[Web발신]ifg@고객님의 ****년ifg@건강검진 통보서 발송완료,ifg@내용확인 https://n**.c*ts.bid",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@{문의및고객센터:**** ****}",기관
spam,"[국제발신]ifg@[수입통관세 안내]고객님 수입통관세:***,***원 금일 자동처리 예정입니다.즉시 납부바랍니다.(민원실:*********)",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***.***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@{문의및민원센터:****-,****},,",기관
spam,"[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@{문의센터:****-****}",기관
spam,"?육근돌님ifg@통관물품 세금확인 ifg@미납세금:***,***원ifg@통관번호:******ifg@자동처리예정ifg@민원**-****-****",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부 바랍니다.ifg@미납시 강제집행예정입니다.ifg@<문의센터****-****>",기관
spam,[통관세금안내]ifg@관세미납:***.***원 즉시납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@<민원실****-****>,기관
spam,"[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@[민원센터****-****]",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@(민원센터: **** ****)",기관
spam,[Web발신]ifg@[NPS국민연금]국민연금지급제도변경통지서 https://dokdo.in/*eX[FW],기관
spam,"[국제발신]ifg@고객님ifg@[관세청]ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@문의 [***,*.***,*],",기관
spam,"[국외발신]ifg@박정옥님ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@민원**-***-****",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@{고객센터:****-****}",기관
spam,[통관세금안내]ifg@관세미납:***.***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@<문의및민원센터 ****-****>,기관
spam,[Web발신]ifg@학술정보관 ****-*학기 이달의 영화상영 안내ifg@https://library.skuniv.ac.kr/#/bbs/no,기관
spam,[통관세금안내]ifg@관세미납 ******원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@[민원센터****-****],기관
spam,"[The보험]ifg@신체검사 {통지서} 전송완료,ifg@내용확인 https://n**.cz*p.info",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@[문의센터:**** ****]",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@<민원실:****-****>",기관
spam,[Web발신]ifg@[NPS국민연금]국민연금 복지제도 변경 통지서 발송 완료 http://t*m.kr/iXFSk,기관
spam,"[Web발신]ifg@(광고) 안녕하세요 고객님! ifg@ifg@수원축산농협 하나로마트 곡반정점에서 영업시간과 카톡이벤트 시작! 목금특가! 전,단 홈,페이지,안내드립니다.ifg@아래 주소를 눌러서 구경해보세요^^ifg@http://spop.kakaobiz.kr/spc/zku*sy*Zifg@ifg@*월  **일 목요일ifg@영업시간 **:** ~ **:**ifg@ifg@※문의하실 내용이나 불편사항은 ***-***-**** 로 언제든 연락주세요. 감사합니다!ifg@※본 알림은 수원축산농협 하나로마트 곡반정점 회원전용 *회성 메시지 입니다.ifg@ifg@무료수신거부 : ***-***-****",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부 바랍니다.ifg@미납시 강제집행예정입니다.ifg@(문의및고객센터:***,*-***,*),",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@<민원및고객센터 ****-****>",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@{민원및고객센터 **** ****}",기관
spam,"[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@<문의및고객센터: ****-****>",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@{민원및고객센터:****,-****,},",기관
spam,[Web발신]ifg@[생생택배]포인트 적립 완료 안내ifg@  ifg@☞ https://rcmall.ssgb*e.com,기관
spam,"[국제발신]ifg@고객님ifg@[관세청]ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@문의 ** *,** **,**,",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@<민원및고객센터:****-****>",기관
spam,[Web발신]ifg@[교통민원**]실시간 사진 촬영 처벌 고지서 발송되었습니다 https://abit.ly/*fswav,기관
spam,"[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@[민원실:****-****]",기관
spam,[국외발신]ifg@[통관세금안내]ifg@관세미납:***.***원 ifg@미납시 민사소송 ifg@고발조치예정입니다.ifg@[민원접수처:****-****],기관
spam,[Web발신]ifg@광고)생협 대야ifg@☎안내ifg@한우선물세트할인예약ifg@*/**월까지ifg@택배무료ifg@ifg@http://martsale.kr/?Q=p*g,기관
spam,"[Web발신]ifg@★대덕구청 「****년 구인·구직만남의 날」 행사 안내★ifg@ifg@*. 일시 : ****. **. **.(화) *시-*시ifg@*. 장소 :,대덕구,청 청,렴관ifg@*. 대상 : 취업을 희망하는 구민ifg@*. 참여기업 및 유관기관 : *개ifg@*. 지참서류 : 이력서 (*기업요청시 자기소개서 포함)/신분증ifg@*. 자세한 내용 : 대덕구청 홈페이지-채용공고-구인구직만남의날 참고ifg@ifg@행사장에 오시면 기업체 및 유관기관 담당자와 직접 면접 가능.ifg@ifg@취업을 희망하시는 분은 미리 구직신청서 작성 후 제출 필요.ifg@ifg@당일 행사장에 오셔서 채용정보를 얻고 취업기회도 만들어 보세요~ ifg@ifg@※ 구직신청 : 신분증 지참/대덕구청 경제과(별관 *층), 신탄진동 행정복지센터(최혜화), 송촌동 행정복지센터(민지현) → 행사 당일 현장에서도 가능ifg@ifg@(채용정보)ifg@■ 크라운제과(***대 초까지)ifg@   *.생산팀 현장관리자, *.기계관리, *.생산직(여성만)ifg@■ 성경식품ifg@   *.생산팀(***세 미만), *.인사총무 및 회계 각*명(***세 이하)ifg@■ 에코인에너지(*.생산(***대 중반/금산근무), *.경영지원팀(***대 초반/금산근무))ifg@■ 대성식품팔도맛김치(*.생산(***세 이하), *.배송(***세 이하), *.사무관리(***대 초))ifg@■ 진합(*.생산(***대까지), *.사무직(***대까지))ifg@■ 세일정밀(*.품질부(***세 이하), *.기술부(기계,설계 ***대 초))ifg@■ 드림테크(기술영업 및 영업지원(***세까지))ifg@■ 대덕구시니어클럽(*만**세 이상자/경비, 조리사, 청소)ifg@■ 대한노인회 취업지원센터(만**세 이상자/경비, 미화)ifg@ifg@☞ 문의전화 : 대덕구청 경제과 일자리팀 (***-***-****/***-***-****~****)ifg@ifg@감사합니다ifg@",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@{민원실****-****}",기관
